头实体,关系,尾实体
香港中文大学,知名人物,高静芝
竹中直人,毕业院校,多摩美术大学
魏文斌,毕业院校,安徽医科大学
沈阳工业大学,现任领导,孙秋野
北京电影学院,知名人物,管虎
尹达,毕业院校,河南大学
罗戎,毕业院校,清华大学
北京电影学院,知名人物,关晓彤
西安交通大学,知名人物,庄逢辰
西安交通大学,知名人物,江松
香港中文大学,知名人物,文立
赵康玮,毕业院校,北京电影学院
河北经贸大学,现任领导,杨金田
黄海洲,毕业院校,上海理工大学
王之民,毕业院校,上海戏剧学院
雷乐成,毕业院校,香港科技大学
梁咏琪,毕业院校,玛利诺修院学校
复旦大学,知名人物,邵力子
同济大学,知名人物,谢国忠
重庆大学,知名人物,潘复生
吉林大学,知名人物,吕振羽
娜帕拉·吉拉威宋誊功,毕业院校,兰实大学
刘美君,毕业院校,沙田官立中学
王永清,毕业院校,东北林业大学
香港大学,知名人物,张炳良
上海理工大学,知名人物,王仁
中国社会科学院研究生院,知名人物,郭树清
侯京健,毕业院校,北京电影学院
清华大学,历任领导,方惠坚
张勇,毕业院校,山东大学
南开大学,知名人物,刘新垣
河北师范大学,知名人物,张砚平
西安电子科技大学,知名人物,王诤
湘潭大学,知名人物,谢宗玉
北京大学,知名人物,曾昭抡
中国传媒大学,知名人物,海霞
中国科学技术大学,现任领导,邓建松
东北石油大学,知名人物,陈亮
咏梅,毕业院校,对外经济贸易大学
北京电影学院,知名人物,吴祯
李炳雷,毕业院校,北京电影学院
山西大学,知名人物,董栋
王佳怡,毕业院校,中央戏剧学院
湖南大学,知名人物,张骥
李伯虎,毕业院校,清华大学
中国科学技术协会,现任领导,陈勇
高鸿钧,毕业院校,北京大学
燕京大学,知名人物,韩儒林
韩长赋,毕业院校,中国政法大学
段奕宏,毕业院校,中央戏剧学院
湖南大学,知名人物,左宗棠
北京大学法学院,现任领导,戴昕
北京大学,知名人物,于敏
香港大学,知名人物,李惠仪
同济大学,知名人物,李晓江
湘潭大学,知名人物,曹健华
国立西南联合大学,知名人物,戴芳澜
北京电影学院,知名人物,滕文骥
山西大学,知名人物,倪生唐
斯坦福大学,知名人物,丹·米尔曼
华东师范大学,知名人物,肖国镇
王阳,毕业院校,上海戏剧学院
王伟,毕业院校,深圳大学
香港中文大学,知名人物,殷翠莹
唐宏,毕业院校,罗格斯大学
北京电影学院,现任领导,俞剑红
南开大学,历任领导,曹雪涛
中国社会科学院研究生院,知名人物,武寅
香港城市大学,知名人物,张国钧
同济大学,知名人物,吴志强
暨南大学,知名人物,吴学谦
张鑫,毕业院校,北京电影学院
北京外国语大学,历任领导,李宜今
南开大学,知名人物,方国洪
中国自动化学会,现任领导,周东华
北京交通大学,知名人物,谈振辉
重庆大学,知名人物,杨小伟
香港中文大学,知名人物,孔正
赵卫东,毕业院校,中央戏剧学院
陈永胜,毕业院校,北京电影学院
汪晴,毕业院校,中国戏曲学院
向曙光,毕业院校,湖南大学
拼塔安·阿孔萨妮,毕业院校,诗纳卡宁威洛大学
郭中友,毕业院校,北京电影学院
张忠谋,毕业院校,斯坦福大学
上海师范大学,知名人物,袁晓林
北京交通大学,知名人物,张光辉
谢江,毕业院校,香港科技大学
李洪涛,毕业院校,中央戏剧学院
重庆大学,知名人物,崔坚
张祎曈,毕业院校,四川传媒学院
重庆大学,知名人物,瑛子
北京邮电大学,知名人物,童腾飞
中国戏曲学院,现任领导,尹晓东
陈稳,毕业院校,上海视觉艺术学院
北京电影学院,知名人物,王今铎
曾轶可,毕业院校,吉林外国语大学
四川师范大学,知名人物,叶茂
南京艺术学院,知名人物,龙洋
香港科技大学,知名人物,余志祥
安徽师范大学,知名人物,张士军
孟佳,毕业院校,首尔艺术大学
王耀立,毕业院校,西南民族大学
兰州交通大学,知名人物,赵晓东
西安交通大学,知名人物,许维达
高俊熙,毕业院校,庆熙大学
西安交通大学,知名人物,钱皋韵
邵华泽,毕业院校,浙江省严州中学
香港中文大学,知名人物,袁定阳
重庆大学,知名人物,梅遂生
张雪迎,毕业院校,中央戏剧学院
哈尔滨工业大学,知名人物,孙运璿
湖南大学,知名人物,洪毅
清华大学,历任领导,陈希
重庆大学,知名人物,赖明
西南大学,知名人物,侯光炯
华东师范大学,现任领导,王庆华
安徽师范大学,知名人物,沈月毛
西安交通大学,知名人物,张心湜
香港科技大学,知名人物,郝盛泉
重庆大学,现任领导,刘汉龙
孙才新,毕业院校,重庆大学
东北石油大学,知名人物,刘希俭
北京大学,历任领导,陆平
林景程,毕业院校,香港理工大学
范一中,毕业院校,长安大学
湖南大学,知名人物,姚绍福
同济大学,知名人物,傅建伟
梁心颐,毕业院校,西北大学
上海理工大学,知名人物,桑弧
香港中文大学,知名人物,陈茂波
华中师范大学,历任领导,戴绪恭
北京师范大学,历任领导,周之良
香港中文大学,知名人物,李伟光
山西大学,历任领导,傅岳棻
北京大学,知名人物,马衡
北京电影学院,知名人物,刘孜
中央戏剧学院,知名人物,王晓鹰
中国科学院,现任领导,汪克强
复旦大学,知名人物,包蕾
南开大学,知名人物,夏香根
海南中学,历任领导,钟衍林
李肯立,毕业院校,华中科技大学
上海理工大学,知名人物,陆耀庆
北京师范大学,历任领导,张亨嘉
中国作家协会,现任领导,刘慈欣
西安电子科技大学,知名人物,骆清铭
四川大学,现任领导,甘霖
湖南大学,知名人物,伍海华
王献斋,毕业院校,明星影戏学校
山西大学,知名人物,韩建书
上海理工大学,知名人物,施蛰存
甘露,毕业院校,中央戏剧学院
东华大学,知名人物,潘兴源
东南大学,知名人物,恽子强
东华大学,知名人物,邹世昌
西安交通大学,知名人物,童铠
复旦大学,历任领导,钱新之
张春雨,毕业院校,耶鲁大学
涓子,毕业院校,北京电影学院
杨勇平,毕业院校,中国科学院工程热物理研究所
黎照寰,毕业院校,宾夕法尼亚大学
蒋宜儒,毕业院校,中国传媒大学
陶玉玲,毕业院校,华东军政大学
中央戏剧学院,知名人物,成泰燊
湘潭大学,知名人物,郭建宁
中国美术学院,知名人物,黄君璧
兰州交通大学,知名人物,王石
圣约翰大学,知名人物,宋子文
北京师范大学,历任领导,刘墉如
仁科克基,毕业院校,堀越高校
许可嘉,毕业院校,中国传媒大学
杭州电子科技大学,知名人物,雷升逵
西安交通大学,知名人物,徐采栋
中国社会科学院研究生院,知名人物,李东东
西安交通大学,知名人物,张福安
卡西·阿弗莱克,毕业院校,哥伦比亚大学
李智雅,毕业院校,帕萨迪纳艺术中心设计学院
北京电影学院,知名人物,刘亦菲
北京大学,知名人物,陈翰笙
张权,毕业院校,北京工商大学
何远信,毕业院校,中国地质大学（北京）
上海理工大学,知名人物,包玉星
重庆大学,知名人物,公钰涵
徐佳婧,毕业院校,上海音乐学院
高圆圆,毕业院校,中国劳动关系学院
东北石油大学,知名人物,刘兴和
上海理工大学,知名人物,荣鸿庆
香港城市大学,知名人物,连战
北京交通大学,知名人物,谢强
李千那,毕业院校,明德女中
北京大学,知名人物,段学复
北华大学,知名人物,张文海
上海理工大学,知名人物,吕培明
凯瑞-安·莫斯,毕业院校,美国戏剧艺术学院
郭现春,毕业院校,中国人民公安大学
东华大学,知名人物,崔世忠
海南大学,现任领导,韩淑梅
燕京大学,知名人物,赵以成
左延安,毕业院校,清华大学
安徽师范大学,历任领导,王星拱
湖南大学,知名人物,俞汝勤
北京师范大学,知名人物,贺东风
复旦大学,历任领导,高凤谦
刘伟,毕业院校,中国广播艺术团
湖南大学,知名人物,罗胜联
安悦溪,毕业院校,北京舞蹈学院
南京邮电大学,知名人物,殷一民
吉林大学,知名人物,王世绩
南开大学,知名人物,熊贤良
刘冬,毕业院校,北京电影学院
重庆大学,知名人物,李树基
圣约翰大学,知名人物,刘吉生
中国作家协会,历任领导,周扬
山西大学,知名人物,陈刚
上海市育才中学,知名人物,周柏春
四川师范大学,知名人物,李江
武汉科技大学,知名人物,王中丙
中国人民大学,现任领导,王易
重庆大学,知名人物,向德洪
北京电影学院,知名人物,赵志刚
四川师范大学,知名人物,舒义
香港中文大学,知名人物,王泉明
北京大学,知名人物,朱光潜
西南大学,知名人物,唐华俊
四川师范大学,知名人物,张瑛
徐子路,毕业院校,北京电影学院
中国作家协会,历任领导,唐达成
圣约翰大学,知名人物,郭德文
重庆大学,知名人物,陈玉东
伦敦大学,知名人物,基里巴斯总统
湘潭大学,知名人物,林德勇
中国传媒大学,知名人物,毕福剑
鄂布斯·勇林,毕业院校,中央戏剧学院
童蕾,毕业院校,上海戏剧学院
张宝全,毕业院校,北京电影学院导演系
湖南大学,知名人物,傅晓岚
北京交通大学,知名人物,卢山
马雅舒,毕业院校,中国戏曲学院
北京电影学院,知名人物,李佳
朴朴·彭帕努,毕业院校,泰国商会大学
张光明,毕业院校,中国人民大学
克里斯托弗·诺兰,毕业院校,伦敦大学学院
北京师范大学,知名人物,楚图南
拉蒙·罗德里格兹,毕业院校,纽约大学
熊辉,毕业院校,明尼苏达大学
西安交通大学,现任领导,孙早
姜文,毕业院校,中央戏剧学院
崔奕,毕业院校,北京电影学院
章兢,毕业院校,湖南大学
西南大学,现任领导,王进军
邵娜,毕业院校,四川师范学院
信,毕业院校,台北市华冈艺术学校
山西大学,知名人物,李亚杰
湖南大学,知名人物,王汉青
北京外国语大学,知名人物,杨广胜
张辉,毕业院校,加利福尼亚大学伯克利分校
邱林,毕业院校,中国戏曲学院
北京电影学院,知名人物,王仁君
北京电影学院,知名人物,胡宝森
国立西南联合大学,知名人物,王恒升
郝蕾,毕业院校,上海戏剧学院
中央财经大学,知名人物,段晓兴
四川大学,现任领导,张卓
袁泉,毕业院校,中央戏剧学院
西南大学,现任领导,张卫国
柊瑠美,毕业院校,日本大学艺术学部
李军,毕业院校,北京大学
复旦大学,历任领导,李登辉
中国美术学院,历任领导,刘开渠
湖南师范大学,知名人物,李晓葵
西南大学,知名人物,孟杰
李杰,毕业院校,中国传媒大学
南开大学,知名人物,朱恩涛
重庆大学,知名人物,肖松
合肥工业大学,知名人物,余增亮
中国科学院大学,知名人物,王希季
李瑞超,毕业院校,北京电影学院
国立西南联合大学,知名人物,吴学蔺
上海理工大学,知名人物,黄飞立
鲁伯特·默多克,毕业院校,牛津大学伍斯特学院
志贺广太郎,毕业院校,桐朋学园大学
西安交通大学,现任领导,成进
北京外国语大学,历任领导,师哲
北京大学,知名人物,金宝善
中村安,毕业院校,东洋英和女学院大学
香港中文大学,知名人物,许汉忠
中国作家协会,现任领导,白庚胜
边原,毕业院校,中央戏剧学院
湘潭大学,知名人物,徐联初
华中师范大学,知名人物,赵君
香港中文大学,知名人物,麦靖宇
缪俊杰,毕业院校,上海戏剧学院附属戏曲学校
重庆大学,知名人物,张洪飚
北京电影学院,知名人物,陈坤
杭州电子科技大学,知名人物,曹春华
上海理工大学,知名人物,林善平
北京电影学院,知名人物,臧金生
梁洛施,毕业院校,澳门三育中学
吴树青,毕业院校,中国人民大学
沈阳师范大学,现任领导,郝德永
刘海洋,毕业院校,中国科学院微电子研究所
沈亨倬,毕业院校,水原大学
圣约翰大学,知名人物,丁光训
西北工业大学,知名人物,中国科学院院士
明俊臣,毕业院校,中央戏剧学院
香港中文大学,知名人物,刘梅华
北京电影学院,历任领导,王凤生
西南大学,知名人物,管相桓
河北师范大学,知名人物,潘俊敏
沈月,毕业院校,湖南师范大学
中华全国新闻工作者协会,现任领导,吴旭
重庆大学,知名人物,王晓东
北京邮电大学,现任领导,任雄飞
天毅,毕业院校,中央戏剧学院
中央财经大学,历任领导,李保仁
北京邮电大学,知名人物,刘利华
斋贺光希,毕业院校,代代木动画学院
西北政法大学,现任领导,孙昊亮
王凯,毕业院校,北京电影学院
电子科技大学,历任领导,吴立人
丁文江,毕业院校,格拉斯哥大学
高钧贤,毕业院校,约克大学
张宇坤,毕业院校,北京电影学院
香港大学,知名人物,周锡年
白玉,毕业院校,中央戏剧学院
张步文,毕业院校,中国人民大学
东北石油大学,知名人物,康万利
四川师范大学,知名人物,王欣
中央财经大学,知名人物,姚得骥
贾斯汀·朗,毕业院校,瓦萨学院
重庆大学,知名人物,李本琪
尚涵曦,毕业院校,中央戏剧学院
暨南大学,领导,林如鹏
林志炫,毕业院校,明新科技大学
利兹大学,知名人物,克里斯·派恩
兰州交通大学,知名人物,李重庵
于洋,毕业院校,上海戏剧学院
同济大学,领导,方守恩
北京电影学院,知名人物,李芸
熊悦希,毕业院校,星海音乐学院
中国科学院国家空间科学中心,现任领导,王赤
